Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_A_MidMerit;new_capacity_Gen_A_MidMerit;Capacity_Gen_A_MidMerit;Gen_A_Baseload;new_capacity_Gen_A_Baseload;Capacity_Gen_A_Baseload;Gen_A_Peak;new_capacity_Gen_A_Peak;Capacity_Gen_A_Peak;Gen_A_WindOnshore;new_capacity_Gen_A_WindOnshore;Capacity_Gen_A_WindOnshore;Gen_A_PV;new_capacity_Gen_A_PV;Capacity_Gen_A_PV;Cons_A;Inelastic_Cons_A;Elastic_Cons_A;ENS_Cons_A;CapDemand_Cons_A;NetworkManager;CapacityManager
23;305.6439979929248;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;7832.625992124509;12018.860955899145;12018.860955899145;35705.492387298276;39343.31172740694;39343.31172740694;5141.100489367229;11743.404444708187;11743.404444708187;9635.854813301712;0.0;13700.0;0.7462193303057517;0.0;15403.0;-64315.8198880958;-61932.479999999996;-2383.339888095805;0.0;17629.87;5999.999999999071;-5630.772836562952
24;287.45089350621924;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;7264.091399771637;12018.860955899145;12018.860955899145;33431.35486701254;39343.31172740694;39343.31172740694;4686.272837655244;11743.404444708187;11743.404444708187;9673.57122236023;0.0;13700.0;0.6977549076079582;0.0;15403.0;-61055.98806935663;-58782.72;-2273.268069356631;0.0;17629.87;5999.999999982595;-5630.772836562952
25;257.13659546391483;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;6316.769455722875;12018.860955899145;12018.860955899145;29642.06852939229;39343.31172740694;39343.31172740694;3928.4153198313365;11743.404444708187;11743.404444708187;728.7495275561014;0.0;13700.0;0.8192479124531118;0.0;15403.0;-46616.822069716465;-44867.52;-1749.3020697164663;0.0;17629.87;5999.999999998956;-5630.772836562952
26;254.19146000951815;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;6224.733960322545;12018.860955899145;12018.860955899145;29273.92668468565;39343.31172740694;39343.31172740694;3854.786927095295;11743.404444708187;11743.404444708187;696.4989067071164;0.0;13700.0;0.6984188038092978;0.0;15403.0;-46050.64488707331;-44321.28;-1729.3648870733107;0.0;17629.87;5999.999999998702;-5630.772836562952
27;256.6659224149765;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;6302.060921079703;12018.860955899145;12018.860955899145;29583.234411322344;39343.31172740694;39343.31172740694;3916.648492658109;11743.404444708187;11743.404444708187;672.8459398315637;0.0;13700.0;0.6167595710445224;0.0;15403.0;-46475.406513787704;-44731.2;-1744.2065137877084;0.0;17629.87;5999.9999999989095;-5630.772836562952
28;262.7820655399356;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;6493.19041759299;12018.860955899145;12018.860955899145;30347.752134951486;39343.31172740694;39343.31172740694;4069.5520830099904;11743.404444708187;11743.404444708187;690.44207224713;0.0;13700.0;0.645307107702127;0.0;15403.0;-47601.582003932286;-45817.92;-1783.6620039322872;0.0;17629.87;5999.999999999244;-5630.772836562952
29;281.14202758164146;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;7066.9393077943105;12018.860955899145;12018.860955899145;32642.74685538392;39343.31172740694;39343.31172740694;4528.551173196834;11743.404444708187;11743.404444708187;737.8702914293627;0.0;13700.0;2.166957201172128;0.0;15403.0;-50978.274573062336;-49077.119999999995;-1901.1545730623418;0.0;17629.87;5999.9999999990605;-5630.772836562952
30;318.1125168298318;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;8222.267255869838;12018.860955899145;12018.860955899145;37264.056897060276;39343.31172740694;39343.31172740694;5452.813485889651;11743.404444708187;11743.404444708187;755.1465053937939;0.0;13700.0;141.14698798961078;0.0;15403.0;-57835.431118247005;-55699.2;-2136.2311182470057;0.0;17629.87;5999.999999999372;-5630.772836562952
31;359.8206553037116;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;9525.64640978584;12018.860955899145;12018.860955899145;39343.31172740619;39343.31172740694;39343.31172740694;6495.516838871517;11743.404444708187;11743.404444708187;702.9627416676765;0.0;13700.0;869.2851052518785;0.0;15403.0;-62936.72287753404;-60637.439999999995;-2299.2828775340427;0.0;17629.87;5999.999999999236;-5630.772836562952
32;396.72215045228813;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;10678.81813638861;12018.860955899145;12018.860955899145;39343.31172740624;39343.31172740694;39343.31172740694;7418.0542202748875;11743.404444708187;11743.404444708187;571.4225267742249;0.0;13700.0;2107.0412328978737;0.0;15403.0;-66118.64789821324;-63726.72;-2391.9278982132346;0.0;17629.87;5999.999999999476;-5630.772836562952
33;381.14515932928043;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;10192.037164288422;12018.860955899145;12018.860955899145;39343.31172740623;39343.31172740694;39343.31172740694;7028.6294426036675;11743.404444708187;11743.404444708187;486.8090372747416;0.0;13700.0;3542.424653966247;0.0;15403.0;-66593.21208000065;-64174.079999999994;-2419.1320800006533;0.0;17629.87;6000.000000014115;-5630.772836562952
34;377.192217710752;-0.00025423263309246947;23260.641759523474;17629.87;23260.641759523474;10068.507739500546;12018.860955899145;12018.860955899145;39343.31172740661;39343.31172740694;39343.31172740694;6929.805902811239;11743.404444708187;11743.404444708187;489.9063172601417;0.0;13700.0;4591.192105561695;0.0;15403.0;-67422.72384697679;-64970.88;-2451.843846976797;0.0;17629.87;6000.0000000021555;-5630.772836562952
