Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_B_MidMerit;new_capacity_Gen_B_MidMerit;Capacity_Gen_B_MidMerit;Gen_B_Baseload;new_capacity_Gen_B_Baseload;Capacity_Gen_B_Baseload;Gen_B_Peak;new_capacity_Gen_B_Peak;Capacity_Gen_B_Peak;Gen_B_WindOnshore;new_capacity_Gen_B_WindOnshore;Capacity_Gen_B_WindOnshore;Gen_B_PV;new_capacity_Gen_B_PV;Capacity_Gen_B_PV;Cons_B;Inelastic_Cons_B;Elastic_Cons_B;ENS_Cons_B;CapDemand_Cons_B;NetworkManager;CapacityManager
50;95.35565802442979;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1261.1143365854264;2166.3933557577525;2166.3933557577525;9419.457163265955;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;1049.5731012713848;0.0;5315.0;0.0;0.0;8788.0;-8230.144600894126;-7908.48;-321.66460089412533;0.0;15468.46;-3499.9999999928823;2503.700065476736
51;94.51819611849844;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1234.943649644031;2166.3933557577525;2166.3933557577525;9314.774433950752;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;1047.6212168364154;0.0;5315.0;0.0;0.0;8788.0;-8097.339300206619;-7780.799999999999;-316.5393002066189;0.0;15468.46;-3499.9999999939632;2503.700065476736
52;95.55951264931038;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1267.484797631587;2166.3933557577525;2166.3933557577525;9444.938976184205;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;936.7814369740689;0.0;5315.0;0.0;0.0;8788.0;-8149.20521055551;-7830.719999999999;-318.4852105555113;0.0;15468.46;-3499.999999992727;2503.700065476736
53;102.00251091129242;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1468.8258011580615;2166.3933557577525;2166.3933557577525;9602.51470885178;9602.514708851957;9602.514708851957;33.37518399281454;1196.4099511772965;1196.4099511772965;706.797576128526;0.0;5315.0;0.0;0.0;8788.0;-8311.513390576343;-7987.2;-324.3133905763428;0.0;15468.46;-3499.9999977092416;2503.700065476736
54;108.3875547976133;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1668.3631797698977;2166.3933557577525;2166.3933557577525;9602.514708851875;9602.514708851957;9602.514708851957;139.79298644782105;1196.4099511772965;1196.4099511772965;544.9714096067772;0.0;5315.0;165.01734469291574;0.0;8788.0;-8808.442385839662;-8465.279999999999;-343.162385839664;0.0;15468.46;-3312.2171713599373;2503.700065476736
55;119.86828590714025;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;2027.1359855535634;2166.3933557577525;2166.3933557577525;9602.514708851913;9602.514708851957;9602.514708851957;331.13849633112306;1196.4099511772965;1196.4099511772965;416.21297894052265;0.0;5315.0;764.9397830804977;0.0;8788.0;-9749.299657069576;-9370.56;-378.73965706957574;0.0;15468.46;-3392.6422248251074;2503.700065476736
56;109.8204434482715;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1713.140978177296;2166.3933557577525;2166.3933557577525;9602.514708851882;9602.514708851957;9602.514708851957;163.67446961680818;1196.4099511772965;1196.4099511772965;223.76772437922148;0.0;5315.0;1878.4085738760602;0.0;8788.0;-10389.577576175778;-9984.96;-404.61757617577865;0.0;15468.46;-3191.9288058420425;2503.700065476736
57;94.34615425899443;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;1229.534418573706;2166.3933557577525;2166.3933557577525;9292.36624227877;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;108.59775044380058;0.0;5315.0;3244.4483362115443;0.0;8788.0;-10664.928538697402;-10248.0;-416.92853869740327;0.0;15468.46;-3210.019642993713;2503.700065476736
58;82.73317642664901;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;866.6613669505451;2166.3933557577525;2166.3933557577525;7841.648587317334;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;82.9726730306557;0.0;5315.0;4438.832655827077;0.0;8788.0;-10730.11528416379;-10309.44;-420.67528416378906;0.0;15468.46;-2500.0000000308205;2503.700065476736
59;77.45096618571966;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;701.5926946299167;2166.3933557577525;2166.3933557577525;7181.370764535452;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;38.62884804071054;0.0;5315.0;5369.043763003265;0.0;8788.0;-10790.636070161396;-10367.039999999999;-423.5960701613963;0.0;15468.46;-2500.0000000034015;2503.700065476736
60;72.52277124145867;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;547.5866041001788;2166.3933557577525;2166.3933557577525;6565.346391855162;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;36.725321103004106;0.0;5315.0;6042.581746467463;0.0;8788.0;-10692.24006347721;-10272.0;-420.2400634772093;0.0;15468.46;-2500.000000001886;2503.700065476736
61;72.19740465083099;0.0027671093280090394;12964.759620099234;15468.46;12964.759620099234;537.4188989379893;2166.3933557577525;2166.3933557577525;6524.675565144388;9602.514708851957;9602.514708851957;0.0;1196.4099511772965;1196.4099511772965;42.097399435284345;0.0;5315.0;6039.118390975097;0.0;8788.0;-10643.310254430862;-10224.96;-418.3502544308629;0.0;15468.46;-2500.0000000013483;2503.700065476736
