Timestep;Day;DayOfYear;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_A_MidMerit;new_capacity_Gen_A_MidMerit;Capacity_Gen_A_MidMerit;Gen_A_Baseload;new_capacity_Gen_A_Baseload;Capacity_Gen_A_Baseload;Gen_A_Peak;new_capacity_Gen_A_Peak;Capacity_Gen_A_Peak;Gen_A_WindOnshore;new_capacity_Gen_A_WindOnshore;Capacity_Gen_A_WindOnshore;Gen_A_PV;new_capacity_Gen_A_PV;Capacity_Gen_A_PV;Cons_A;Inelastic_Cons_A;Elastic_Cons_A;ENS_Cons_A;CapDemand_Cons_A;NetworkManager;CapacityManager
53;3;138;268.1481679696755;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6660.880862175119;12006.12127555782;12006.12127555782;31018.51671308189;39329.66255027347;39329.66255027347;4203.704512995314;11686.8210337932;11686.8210337932;3019.5293025213346;0.0;13700.0;46.38244421039207;0.0;15403.0;-50949.01382716546;-49042.56;-1906.4538271654571;0.0;17629.87;6000.000000000001;-3443.0999429123794
54;3;138;303.9519976364063;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7779.750642657421;12006.12127555782;12006.12127555782;35493.994695822854;39329.66255027347;39329.66255027347;5098.800307606808;11686.8210337932;11686.8210337932;2796.276867091072;0.0;13700.0;543.2257638879421;0.0;15403.0;-57712.04826793027;-55572.479999999996;-2139.5682679302795;0.0;17629.87;6000.000000000001;-3443.0999429123794
55;3;138;327.45414471253264;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8514.192810550692;12006.12127555782;12006.12127555782;38431.76257604798;39329.66255027347;39329.66255027347;5686.354021262676;11686.8210337932;11686.8210337932;2150.4319210145927;0.0;13700.0;1835.5388896714242;0.0;15403.0;-62618.280208497396;-60311.04;-2307.2402084973955;0.0;17629.87;5999.999999999998;-3443.0999429123794
56;3;138;343.1075523856956;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;9003.361657079713;12006.12127555782;12006.12127555782;39329.66255027335;39329.66255027347;39329.66255027347;6077.689132065427;11686.8210337932;11686.8210337932;1364.3780817046636;0.0;13700.0;3856.944815454701;0.0;15403.0;-65632.03622841024;-63223.68;-2408.3562284102427;0.0;17629.87;5999.999999999998;-3443.0999429123794
57;3;138;331.1644213520087;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8630.13897329576;12006.12127555782;12006.12127555782;38895.54702970032;39329.66255027347;39329.66255027347;5779.110946360123;11686.8210337932;11686.8210337932;978.4816996511839;0.0;13700.0;6103.142675530569;0.0;15403.0;-66386.42131426219;-63942.72;-2443.7013142621886;0.0;17629.87;6000.00000000002;-3443.0999429123794
58;3;138;328.442919117332;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8545.092025256177;12006.12127555782;12006.12127555782;38555.35927210581;39329.66255027347;39329.66255027347;5711.073388859025;11686.8210337932;11686.8210337932;911.820699606464;0.0;13700.0;7927.72727787989;0.0;15403.0;-67651.07265347266;-65159.04;-2492.0326534726555;0.0;17629.87;6000.000000000003;-3443.0999429123794
59;3;138;326.31669348625167;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8478.647470795488;12006.12127555782;12006.12127555782;38289.58109219637;39329.66255027347;39329.66255027347;5657.917746300251;11686.8210337932;11686.8210337932;934.2446361388565;0.0;13700.0;9101.475181066127;0.0;15403.0;-68461.866116307;-65938.56;-2523.3061163070147;0.0;17629.87;6000.0;-3443.0999429123794
60;3;138;320.24170214667834;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8288.803974118786;12006.12127555782;12006.12127555782;37530.207296227665;39329.66255027347;39329.66255027347;5506.042953945261;11686.8210337932;11686.8210337932;974.5636250295727;0.0;13700.0;9579.307169122114;0.0;15403.0;-67878.92500847393;-65373.119999999995;-2505.8050084739443;0.0;17629.87;5999.999999999992;-3443.0999429123794
61;3;138;315.5683225270493;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8142.760846281259;12006.12127555782;12006.12127555782;36946.03494734766;39329.66255027347;39329.66255027347;5389.208455912792;11686.8210337932;11686.8210337932;964.3194409582162;0.0;13700.0;9394.094070768586;0.0;15403.0;-66836.41775148662;-64366.079999999994;-2470.33775148662;0.0;17629.87;5999.999999999995;-3443.0999429123794
62;3;138;311.365201552146;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8011.4133014819845;12006.12127555782;12006.12127555782;36420.64492649228;39329.66255027347;39329.66255027347;5284.130424196789;11686.8210337932;11686.8210337932;880.6737356535729;0.0;13700.0;8831.779299403524;0.0;15403.0;-65428.641677628766;-63007.68;-2420.9616776287694;0.0;17629.87;5999.9999999999945;-3443.0999429123794
63;3;138;311.45052011562086;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8014.079504367437;12006.12127555782;12006.12127555782;36431.30976301798;39329.66255027347;39329.66255027347;5286.263387140532;11686.8210337932;11686.8210337932;831.4872001964791;0.0;13700.0;7806.753439864185;0.0;15403.0;-64369.89328501541;-61988.159999999996;-2381.7332850154116;0.0;17629.87;5999.999999999993;-3443.0999429123794
64;3;138;312.2445428117763;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8038.892712435237;12006.12127555782;12006.12127555782;36530.56260899054;39329.66255027347;39329.66255027347;5306.11395393054;11686.8210337932;11686.8210337932;784.1207413329977;0.0;13700.0;6433.687299630756;0.0;15403.0;-63093.3773067638;-60759.36;-2334.017306763802;0.0;17629.87;5999.999999999996;-3443.0999429123794
65;3;138;320.8690231677794;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8308.407744428763;12006.12127555782;12006.12127555782;37608.622507640255;39329.66255027347;39329.66255027347;5521.7259735102925;11686.8210337932;11686.8210337932;760.0972125449355;0.0;13700.0;4691.700679274903;0.0;15403.0;-62890.5541075768;-60569.28;-2321.2741075767985;0.0;17629.87;6000.000000000005;-3443.0999429123794
66;3;138;331.20940692303424;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8631.544772775607;12006.12127555782;12006.12127555782;38901.170225380156;39329.66255027347;39329.66255027347;5780.235585813514;11686.8210337932;11686.8210337932;792.1897269779159;0.0;13700.0;2634.3700022447383;0.0;15403.0;-62739.51030291065;-60430.079999999994;-2309.430302910653;0.0;17629.87;5999.999999999992;-3443.0999429123794
67;3;138;344.39492813823637;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;9043.592149502003;12006.12127555782;12006.12127555782;39329.66255027345;39329.66255027347;39329.66255027347;6109.873525948824;11686.8210337932;11686.8210337932;929.2982522100265;0.0;13700.0;976.9650857319588;0.0;15403.0;-62389.3915554933;-60100.799999999996;-2288.5915554933013;0.0;17629.87;5999.999999999995;-3443.0999429123794
68;3;138;330.17207694787487;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8599.12821258858;12006.12127555782;12006.12127555782;38771.503968884026;39329.66255027347;39329.66255027347;5754.302337209919;11686.8210337932;11686.8210337932;1334.489175444746;0.0;13700.0;192.65670256294933;0.0;15403.0;-60652.08038638895;-58418.88;-2233.2003863889568;0.0;17629.87;6000.0000000000055;-3443.0999429123794
69;3;138;317.75253632149736;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8211.017526278523;12006.12127555782;12006.12127555782;37219.06168327668;39329.66255027347;39329.66255027347;5443.813800181981;11686.8210337932;11686.8210337932;2131.5474683498655;0.0;13700.0;3.4595631051801345;0.0;15403.0;-59008.900031422796;-56829.119999999995;-2179.780031422804;0.0;17629.87;5999.9999999999945;-3443.0999429123794
70;3;138;297.5135155698011;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7578.547213653341;12006.12127555782;12006.12127555782;34689.22177077035;39329.66255027347;39329.66255027347;4937.837684094435;11686.8210337932;11686.8210337932;2894.0903895173706;0.0;13700.0;1.226216283874309;0.0;15403.0;-55965.99673701989;-53887.68;-2078.3167370198857;0.0;17629.87;5865.0734292456;-3443.0999429123794
71;3;138;275.7225048100142;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6897.578836129501;12006.12127555782;12006.12127555782;31965.30918296042;39329.66255027347;39329.66255027347;4393.062907242032;11686.8210337932;11686.8210337932;3175.868755806371;0.0;13700.0;1.2109466712434975;0.0;15403.0;-52433.030621658196;-50474.88;-1958.1506216582013;0.0;17629.87;5999.999999999994;-3443.0999429123794
72;3;138;262.2472573635125;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6476.477388985184;12006.12127555782;12006.12127555782;30280.903004669388;39329.66255027347;39329.66255027347;4056.181739267565;11686.8210337932;11686.8210337932;3233.6943246504634;0.0;13700.0;1.1478765321162319;0.0;15403.0;-50048.40432649953;-48172.799999999996;-1875.6043264995303;0.0;17629.87;5999.999999999999;-3443.0999429123794
73;4;230;233.5263762796022;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5578.94978381509;12006.12127555782;12006.12127555782;26690.793369783045;39329.66255027347;39329.66255027347;3338.159675659826;11686.8210337932;11686.8210337932;1207.7526781438075;0.0;13700.0;1.121984580263986;0.0;15403.0;-42816.77748528487;-41200.32;-1616.4574852848702;0.0;17629.87;5999.999999999986;-3443.0999429123794
74;4;230;229.2733270762911;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5446.041984922639;12006.12127555782;12006.12127555782;26159.162298468116;39329.66255027347;39329.66255027347;3231.8334397978783;11686.8210337932;11686.8210337932;1119.370573994091;0.0;13700.0;1.1731045877671384;0.0;15403.0;-41957.58139521716;-40371.84;-1585.741395217165;0.0;17629.87;5999.999999999991;-3443.0999429123794
75;4;230;229.2032984420969;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5443.853589804579;12006.12127555782;12006.12127555782;26150.408721332857;39329.66255027347;39329.66255027347;3230.082723789321;11686.8210337932;11686.8210337932;992.5198201034608;0.0;13700.0;1.0668811955527961;0.0;15403.0;-41817.93172967624;-40237.439999999995;-1580.4917296762442;0.0;17629.87;5999.999999999996;-3443.0999429123794
76;4;230;233.42587993537012;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;5575.80927262096;12006.12127555782;12006.12127555782;26678.231329897077;39329.66255027347;39329.66255027347;3335.647266829604;11686.8210337932;11686.8210337932;961.626691060639;0.0;13700.0;1.1246401650693447;0.0;15403.0;-42552.43919388171;-40945.92;-1606.519193881716;0.0;17629.87;5999.999999999988;-3443.0999429123794
77;4;230;250.45755719663342;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;6108.049233248234;12006.12127555782;12006.12127555782;28807.19066380931;39329.66255027347;39329.66255027347;3761.4392220185005;11686.8210337932;11686.8210337932;915.2483972971883;0.0;13700.0;1.5933508832148;0.0;15403.0;-45593.52085997594;-43879.68;-1713.8408599759443;0.0;17629.87;5999.999999999996;-3443.0999429123794
78;4;230;281.3921846622825;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7074.756430057889;12006.12127555782;12006.12127555782;32674.01847647514;39329.66255027347;39329.66255027347;4534.804953973659;11686.8210337932;11686.8210337932;943.7365795278155;0.0;13700.0;96.85382512483412;0.0;15403.0;-51324.17025675116;-49410.24;-1913.9302567511652;0.0;17629.87;5999.999999999993;-3443.0999429123794
79;4;230;304.6721716167338;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7802.256090452216;12006.12127555782;12006.12127555782;35584.01636791091;39329.66255027347;39329.66255027347;5116.804662690124;11686.8210337932;11686.8210337932;872.414528226899;0.0;13700.0;699.1424506687573;0.0;15403.0;-56074.634090673666;-53996.159999999996;-2078.47409067367;0.0;17629.87;5999.999999999995;-3443.0999429123794
80;4;230;319.7385358935487;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8273.080019139885;12006.12127555782;12006.12127555782;37467.31158593583;39329.66255027347;39329.66255027347;5493.463792676407;11686.8210337932;11686.8210337932;556.3703018880434;0.0;13700.0;1711.9127863313659;0.0;15403.0;-59502.13847612267;-57305.28;-2196.8584761226753;0.0;17629.87;6000.000000000003;-3443.0999429123794
81;4;230;323.3278339459818;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8385.245592125226;12006.12127555782;12006.12127555782;37915.97377980847;39329.66255027347;39329.66255027347;5583.19624852302;11686.8210337932;11686.8210337932;436.5472546681773;0.0;13700.0;2740.966504124233;0.0;15403.0;-61061.92936928778;-58809.6;-2252.329369287786;0.0;17629.87;6000.000000000009;-3443.0999429123794
82;4;230;325.1384757484403;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8441.828147265902;12006.12127555782;12006.12127555782;38142.30401272518;39329.66255027347;39329.66255027347;5628.462292984075;11686.8210337932;11686.8210337932;355.5269805136727;0.0;13700.0;3785.4817005500986;0.0;15403.0;-62353.60312409292;-60054.72;-2298.883124092924;0.0;17629.87;5999.999999999987;-3443.0999429123794
83;4;230;325.7040816067374;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8459.503334584566;12006.12127555782;12006.12127555782;38213.00471465782;39329.66255027347;39329.66255027347;5642.602441621406;11686.8210337932;11686.8210337932;349.9209963805739;0.0;13700.0;4916.205146512319;0.0;15403.0;-63581.236623756755;-61237.439999999995;-2343.796623756761;0.0;17629.87;5999.999999999999;-3443.0999429123794
84;4;230;321.2598659436209;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8320.621584284994;12006.12127555782;12006.12127555782;37657.47783247298;39329.66255027347;39329.66255027347;5531.497044502282;11686.8210337932;11686.8210337932;427.21650571116066;0.0;13700.0;5694.107595234601;0.0;15403.0;-63630.920552344105;-61282.56;-2348.3605523441083;0.0;17629.87;6000.000000000004;-3443.0999429123794
85;4;230;313.651872994035;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;8082.871782631649;12006.12127555782;12006.12127555782;36706.47886806617;39329.66255027347;39329.66255027347;5341.297209508082;11686.8210337932;11686.8210337932;532.9409073663741;0.0;13700.0;5866.6668319905975;0.0;15403.0;-62530.25558998101;-60217.92;-2312.3355899810144;0.0;17629.87;5999.999999999996;-3443.0999429123794
86;4;230;303.8818135103494;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7777.557394226693;12006.12127555782;12006.12127555782;35485.221640215415;39329.66255027347;39329.66255027347;5097.045707287399;11686.8210337932;11686.8210337932;594.081770121061;0.0;13700.0;5502.816527157807;0.0;15403.0;-60456.72302980277;-58215.36;-2241.363029802771;0.0;17629.87;5999.999999999999;-3443.0999429123794
87;4;230;303.27154259198596;-2.32388860312669e-11;21072.96994291268;17629.87;21072.96994291268;7758.486424553086;12006.12127555782;12006.12127555782;35408.9378000858;39329.66255027347;39329.66255027347;5081.788932546369;11686.8210337932;11686.8210337932;721.2975274955132;0.0;13700.0;4727.890325106128;0.0;15403.0;-59698.401000625454;-57484.799999999996;-2213.60100062546;0.0;17629.87;5999.999999999992;-3443.0999429123794
