Timestep;Day;DayOfYear;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_B_MidMerit;new_capacity_Gen_B_MidMerit;Capacity_Gen_B_MidMerit;Gen_B_Baseload;new_capacity_Gen_B_Baseload;Capacity_Gen_B_Baseload;Gen_B_Peak;new_capacity_Gen_B_Peak;Capacity_Gen_B_Peak;Gen_B_WindOnshore;new_capacity_Gen_B_WindOnshore;Capacity_Gen_B_WindOnshore;Gen_B_PV;new_capacity_Gen_B_PV;Capacity_Gen_B_PV;Cons_B;Inelastic_Cons_B;Elastic_Cons_B;ENS_Cons_B;CapDemand_Cons_B;NetworkManager;CapacityManager
65;3;138;86.84490264628091;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;995.1532252914046;2145.203441041757;2145.203441041757;8355.612756212931;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;49.83459899732481;0.0;5315.0;3610.2633360062837;0.0;8788.0;-10510.86391624353;-10099.199999999999;-411.66391624353207;0.0;15468.46;-2499.999999999998;853.3526925324056
66;3;138;95.80408960375618;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1275.1278222389196;2145.203441041757;2145.203441041757;9475.511106712762;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;61.475567429304114;0.0;5315.0;2197.806913727561;0.0;8788.0;-10509.921409776103;-10099.199999999999;-410.72140977610474;0.0;15468.46;-2500.00000000001;853.3526925324056
67;3;138;113.63430106569976;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1832.3064526937387;2145.203441041757;2145.203441041757;9570.828799173241;9570.828799172587;9570.828799172587;227.23482098893808;2899.0751003770793;2899.0751003770793;108.18451364901004;0.0;5315.0;1029.7633367178541;0.0;8788.0;-10268.318390592256;-9868.8;-399.51839059225586;0.0;15468.46;-2500.0000000000114;853.3526925324056
68;3;138;121.89186966040802;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2090.3777762598093;2145.203441041757;2145.203441041757;9570.828799173247;9570.828799172587;9570.828799172587;364.8660203449925;2899.0751003770793;2899.0751003770793;187.9567995880948;0.0;5315.0;351.4497708469601;0.0;8788.0;-10024.765714399577;-9635.52;-389.2457143995766;0.0;15468.46;-2540.7132496167296;853.3526925324056
69;3;138;158.95797684989745;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410418146;2145.203441041757;2145.203441041757;9570.828799173254;9570.828799172587;9570.828799172587;982.6326589717861;2899.0751003770793;2899.0751003770793;343.89214371601673;0.0;5315.0;14.480674130857048;0.0;8788.0;-9747.480932505583;-9372.48;-375.00093250558336;0.0;15468.46;-3309.5568092838294;853.3526925324056
70;3;138;159.8221629255378;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410418164;2145.203441041757;2145.203441041757;9570.828799173254;9570.828799172587;9570.828799172587;997.03147724948;2899.0751003770793;2899.0751003770793;550.4489952058129;0.0;5315.0;0.0;0.0;8788.0;-9628.586746663552;-9258.24;-370.34674666355176;0.0;15468.46;-3634.926570754388;853.3526925324056
71;3;138;116.3334071981982;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1916.6535164965073;2145.203441041757;2145.203441041757;9570.828799173243;9570.828799172587;9570.828799172587;272.219922550867;2899.0751003770793;2899.0751003770793;904.6237012943375;0.0;5315.0;0.0;0.0;8788.0;-9164.326406968199;-8808.0;-356.3264069681986;0.0;15468.46;-3500.0000000000014;853.3526925324056
72;3;138;95.75945698835663;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1273.7330532418323;2145.203441041757;2145.203441041757;9469.932028817502;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1334.1130113015438;0.0;5315.0;0.0;0.0;8788.0;-8577.778093024988;-8242.56;-335.2180930249886;0.0;15468.46;-3500.0000000000036;853.3526925324056
73;4;230;109.23304378931087;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1694.7671571457804;2145.203441041757;2145.203441041757;9570.828799173196;9570.828799172587;9570.828799172587;153.88053175990427;2899.0751003770793;2899.0751003770793;147.70138118490928;0.0;5315.0;0.0;0.0;8788.0;-8067.178336800401;-7752.96;-314.2183368004003;0.0;15468.46;-3499.999999999966;853.3526925324056
74;4;230;105.03888558691071;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1563.6997127685825;2145.203441041757;2145.203441041757;9570.82879917317;9570.828799172587;9570.828799172587;83.97789492743448;2899.0751003770793;2899.0751003770793;134.23601626528983;0.0;5315.0;0.0;0.0;8788.0;-7852.742890687371;-7546.5599999999995;-306.1828906873716;0.0;15468.46;-3499.999999999975;853.3526925324056
75;4;230;105.42355542541634;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1575.7206451961101;2145.203441041757;2145.203441041757;9570.828799173174;9570.828799172587;9570.828799172587;90.38905889672992;2899.0751003770793;2899.0751003770793;105.78422333033147;0.0;5315.0;0.0;0.0;8788.0;-7842.723194150007;-7536.96;-305.763194150007;0.0;15468.46;-3499.9999999999595;853.3526925324056
76;4;230;107.4024241958902;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1637.5602944248083;2145.203441041757;2145.203441041757;9570.828799173187;9570.828799172587;9570.828799172587;123.37020510586204;2899.0751003770793;2899.0751003770793;69.74469946123506;0.0;5315.0;0.0;0.0;8788.0;-7901.50446571429;-7593.599999999999;-307.9044657142901;0.0;15468.46;-3499.99999999996;853.3526925324056
77;4;230;112.00420113974828;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1781.3658244852948;2145.203441041757;2145.203441041757;9570.828799173205;9570.828799172587;9570.828799172587;200.06648763224817;2899.0751003770793;2899.0751003770793;68.6324770241919;0.0;5315.0;0.0;0.0;8788.0;-8120.8940558474715;-7804.799999999999;-316.0940558474725;0.0;15468.46;-3499.999999999958;853.3526925324056
78;4;230;121.33781909505646;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2073.0413866886383;2145.203441041757;2145.203441041757;9570.828799173221;9570.828799172587;9570.828799172587;355.62678713825716;2899.0751003770793;2899.0751003770793;44.233921587075336;0.0;5315.0;4.883331244234742;0.0;8788.0;-8548.614693331454;-8216.64;-331.97469333145494;0.0;15468.46;-3499.9999999999623;853.3526925324056
79;4;230;139.21051538455728;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410414694;2145.203441041757;2145.203441041757;9570.828799173234;9570.828799172587;9570.828799172587;653.5010912296024;2899.0751003770793;2899.0751003770793;29.0584597187998;0.0;5315.0;237.6708465772092;0.0;8788.0;-9136.263623773493;-8783.039999999999;-353.22362377349504;0.0;15468.46;-3499.999999999913;853.3526925324056
80;4;230;132.12987015664763;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410411243;2145.203441041757;2145.203441041757;9570.82879917323;9570.828799172587;9570.828799172587;535.4903394105107;2899.0751003770793;2899.0751003770793;22.116960793537405;0.0;5315.0;862.6102561379789;0.0;8788.0;-9636.250782331832;-9263.039999999999;-373.21078233183323;0.0;15468.46;-3499.99999999994;853.3526925324056
81;4;230;110.90453113457498;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1747.0233182514917;2145.203441041757;2145.203441041757;9570.828799173203;9570.828799172587;9570.828799172587;181.74368699721072;2899.0751003770793;2899.0751003770793;16.261307488629406;0.0;5315.0;1803.5462208221923;0.0;8788.0;-10046.84522359879;-9655.68;-391.1652235987895;0.0;15468.46;-3272.5579098108087;853.3526925324056
82;4;230;94.03198015360391;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1219.7567598058251;2145.203441041757;2145.203441041757;9254.2126424821;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;11.588214798601259;0.0;5315.0;2731.9294459329644;0.0;8788.0;-10213.387112446773;-9814.08;-399.3071124467725;0.0;15468.46;-3004.099690751386;853.3526925324056
83;4;230;85.91885942557762;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;966.2143659055013;2145.203441041757;2145.203441041757;8239.857390662848;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;16.230534535825853;0.0;5315.0;3695.7389495578677;0.0;8788.0;-10418.041240528632;-10009.92;-408.121240528631;0.0;15468.46;-2500.0000000001473;853.3526925324056
84;4;230;81.5738945427656;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;830.4342200800788;2145.203441041757;2145.203441041757;7696.736751652949;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;18.872612340818044;0.0;5315.0;4156.626905790815;0.0;8788.0;-10202.670489629865;-9802.56;-400.1104896298649;0.0;15468.46;-2500.0000000000377;853.3526925324056
85;4;230;79.81227907964313;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;775.383736316718;2145.203441041757;2145.203441041757;7476.534821055423;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;42.81396962199614;0.0;5315.0;4313.193663082358;0.0;8788.0;-10107.926189849853;-9711.359999999999;-396.5661898498541;0.0;15468.46;-2500.000000000026;853.3526925324056
86;4;230;78.74355237650629;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;741.98602651644;2145.203441041757;2145.203441041757;7342.943984551473;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;60.20068795601361;0.0;5315.0;4311.023293640476;0.0;8788.0;-9956.153992442696;-9565.44;-390.7139924426959;0.0;15468.46;-2500.0000000000177;853.3526925324056
87;4;230;79.71802711615645;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;772.4383623956538;2145.203441041757;2145.203441041757;7464.753325882786;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;123.57538618690988;0.0;5315.0;4231.18140502314;0.0;8788.0;-10091.94847926281;-9696.0;-395.9484792628096;0.0;15468.46;-2500.0000000000214;853.3526925324056
88;4;230;80.05166297371683;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;782.8644830575022;2145.203441041757;2145.203441041757;7506.457807599851;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;111.47282346287733;0.0;5315.0;4018.2581575252675;0.0;8788.0;-9919.053271418126;-9529.92;-389.13327141812675;0.0;15468.46;-2500.0000000000196;853.3526925324056
89;4;230;86.20438023344455;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;975.1368996735422;2145.203441041757;2145.203441041757;8275.547455531276;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;124.92060383803762;0.0;5315.0;3166.7306389628584;0.0;8788.0;-10042.33559774453;-9648.96;-393.3755977445314;0.0;15468.46;-2500.0000000000136;853.3526925324056
90;4;230;93.61985111240982;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1206.8703677183928;2145.203441041757;2145.203441041757;9202.4813023604;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;117.39441880950723;0.0;5315.0;1992.864776553207;0.0;8788.0;-10019.61086513406;-9627.84;-391.77086513405965;0.0;15468.46;-2500.000000000027;853.3526925324056
91;4;230;105.11821800168994;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1566.1788554471204;2145.203441041757;2145.203441041757;9570.82879917317;9570.828799172587;9570.828799172587;85.30010291402016;2899.0751003770793;2899.0751003770793;88.142529101656;0.0;5315.0;876.3559292699009;0.0;8788.0;-9686.806683319484;-9309.119999999999;-377.6866833194856;0.0;15468.46;-2500.0000000000487;853.3526925324056
92;4;230;120.7541281361147;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2054.823309438128;2145.203441041757;2145.203441041757;9570.828799173221;9570.828799172587;9570.828799172587;345.90365323358395;2899.0751003770793;2899.0751003770793;90.34059715905356;0.0;5315.0;154.7273307078203;0.0;8788.0;-9404.629792565036;-9039.359999999999;-365.26979256503733;0.0;15468.46;-2811.9936959238653;853.3526925324056
93;4;230;161.30937668575936;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410417123;2145.203441041757;2145.203441041757;9570.82879917324;9570.828799172587;9570.828799172587;1021.8154494335108;2899.0751003770793;2899.0751003770793;97.0534970063467;0.0;5315.0;0.015392691077180758;0.0;8788.0;-9334.917566977567;-8976.0;-358.9175669775664;0.0;15468.46;-3499.999998377013;853.3526925324056
94;4;230;162.69990660477043;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410417186;2145.203441041757;2145.203441041757;9570.82879917324;9570.828799172587;9570.828799172587;1044.993871036605;2899.0751003770793;2899.0751003770793;125.59321266360146;0.0;5315.0;0.0;0.0;8788.0;-9271.890055869482;-8915.52;-356.3700558694816;0.0;15468.46;-3614.72987290355;853.3526925324056
95;4;230;125.83974219814672;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410389497;2145.203441041757;2145.203441041757;9570.828799173227;9570.828799172587;9570.828799172587;430.65487060009593;2899.0751003770793;2899.0751003770793;275.0706328388882;0.0;5315.0;0.0;0.0;8788.0;-8921.758729795378;-8575.68;-346.07872979537694;0.0;15468.46;-3499.9999999999945;853.3526925324056
96;4;230;117.16600135738918;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1942.6720824295398;2145.203441041757;2145.203441041757;9570.828799173216;9570.828799172587;9570.828799172587;286.09649151975816;2899.0751003770793;2899.0751003770793;265.3551720251898;0.0;5315.0;0.0;0.0;8788.0;-8564.953012646478;-8232.0;-332.95301264647776;0.0;15468.46;-3499.9999999999736;853.3526925324056
97;5;271;95.36734281862705;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1261.4794852671957;2145.203441041757;2145.203441041757;9420.917758333153;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;557.2146486864837;0.0;5315.0;0.0;0.0;8788.0;-7739.61189195363;-7437.12;-302.49189195363016;0.0;15468.46;-3499.99999999995;853.3526925324056
98;5;271;94.04751467994834;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1220.2348550727465;2145.203441041757;2145.203441041757;9255.939244647674;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;576.7159084917176;0.0;5315.0;0.0;0.0;8788.0;-7552.890007891872;-7257.599999999999;-295.29000789187256;0.0;15468.46;-3499.999999999948;853.3526925324056
99;5;271;94.39285755470968;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1231.0268201010572;2145.203441041757;2145.203441041757;9299.107103177748;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;659.600658800078;0.0;5315.0;0.0;0.0;8788.0;-7689.734581755736;-7389.12;-300.61458175573654;0.0;15468.46;-3499.9999999999454;853.3526925324056
100;5;271;94.61694233781492;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1238.0294697491736;2145.203441041757;2145.203441041757;9327.117700320989;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;517.6714043338951;0.0;5315.0;0.0;0.0;8788.0;-7582.818574078273;-7286.4;-296.4185740782729;0.0;15468.46;-3499.9999999999377;853.3526925324056
101;5;271;102.94729958957691;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1498.3376502256874;2145.203441041757;2145.203441041757;9570.828799173065;9570.828799172587;9570.828799172587;49.11812866626531;2899.0751003770793;2899.0751003770793;393.45857841033967;0.0;5315.0;0.0;0.0;8788.0;-8011.743624007108;-7699.2;-312.543624007109;0.0;15468.46;-3499.9999999997613;853.3526925324056
102;5;271;122.39164375364035;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2105.97340817256;2145.203441041757;2145.203441041757;9570.828799173221;9570.828799172587;9570.828799172587;373.1905316604756;2899.0751003770793;2899.0751003770793;354.09557563845823;0.0;5315.0;0.0;0.0;8788.0;-8904.088782117717;-8558.4;-345.6887821177166;0.0;15468.46;-3499.9999999999254;853.3526925324056
103;5;271;168.30247123186635;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410417214;2145.203441041757;2145.203441041757;9570.82879917324;9570.828799172587;9570.828799172587;1138.3699492619023;2899.0751003770793;2899.0751003770793;492.0902882818982;0.0;5315.0;10.620956843254184;0.0;8788.0;-9726.602286245292;-9353.279999999999;-373.3222862452923;0.0;15468.46;-3630.5117530737252;853.3526925324056
104;5;271;160.81859788992296;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.203441041689;2145.203441041757;2145.203441041757;9570.82879917324;9570.828799172587;9570.828799172587;1013.6387275271704;2899.0751003770793;2899.0751003770793;545.6484145684559;0.0;5315.0;515.1433441072392;0.0;8788.0;-9986.91331156908;-9602.88;-384.03331156908166;0.0;15468.46;-3803.5500194854126;853.3526925324056
105;5;271;105.64020344159998;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1582.490901696468;2145.203441041757;2145.203441041757;9570.828799173169;9570.828799172587;9570.828799172587;93.99986053180966;2899.0751003770793;2899.0751003770793;449.17520752926174;0.0;5315.0;1977.7453057426462;0.0;8788.0;-10174.240542050105;-9777.6;-396.6405420501052;0.0;15468.46;-3499.999999999981;853.3526925324056
106;5;271;90.23270783407563;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1101.0257032936863;2145.203441041757;2145.203441041757;8779.073317716138;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;343.4085687433895;0.0;5315.0;3381.366323343067;0.0;8788.0;-10104.873864297575;-9709.44;-395.43386429757464;0.0;15468.46;-3499.9999963717232;853.3526925324056
107;5;271;77.53851699834966;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;704.4040782476196;2145.203441041757;2145.203441041757;7194.517189920772;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;414.4457322223747;0.0;5315.0;4459.589699744655;0.0;8788.0;-10105.158547775312;-9708.48;-396.6785477753136;0.0;15468.46;-2667.795494449641;853.3526925324056
108;5;271;78.17741596653916;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;724.2942635033907;2145.203441041757;2145.203441041757;7272.176934160701;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;500.8122223336533;0.0;5315.0;3850.0121958789127;0.0;8788.0;-9847.295615657944;-9460.8;-386.49561565794454;0.0;15468.46;-2500.000000000034;853.3526925324056
109;5;271;80.88033963425661;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;808.7606291069341;2145.203441041757;2145.203441041757;7610.042388442043;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;494.47739019223235;0.0;5315.0;3255.8928020274275;0.0;8788.0;-9669.173209535122;-9289.92;-379.2532095351208;0.0;15468.46;-2500.000000000031;853.3526925324056
110;5;271;80.383555214096;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;793.2361157228171;2145.203441041757;2145.203441041757;7547.944336999949;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;612.8433550831098;0.0;5315.0;3084.3027782445556;0.0;8788.0;-9538.326585820743;-9164.16;-374.1665858207433;0.0;15468.46;-2500.000000000015;853.3526925324056
111;5;271;79.83945084829604;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;776.2328537420368;2145.203441041757;2145.203441041757;7479.9312936028855;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;521.6455113816706;0.0;5315.0;3368.482640911466;0.0;8788.0;-9646.292299416546;-9267.84;-378.4522994165462;0.0;15468.46;-2500.0000000000555;853.3526925324056
112;5;271;87.32220064037257;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1010.1127275135433;2145.203441041757;2145.203441041757;8416.55857434698;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;491.1890803783651;0.0;5315.0;2541.2640297326952;0.0;8788.0;-9618.593501749792;-9241.92;-376.67350174979254;0.0;15468.46;-2840.5293612566275;853.3526925324056
113;5;271;98.38827468556556;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1355.9067048079842;2145.203441041757;2145.203441041757;9570.828798287082;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;494.059757261327;0.0;5315.0;1578.9206799328929;0.0;8788.0;-9826.322534132998;-9442.56;-383.7625341329983;0.0;15468.46;-3173.3926761100665;853.3526925324056
114;5;271;116.61951750046886;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1925.6167764286954;2145.203441041757;2145.203441041757;9570.828799173214;9570.828799172587;9570.828799172587;276.9934853491995;2899.0751003770793;2899.0751003770793;302.41020333680336;0.0;5315.0;496.3180829198464;0.0;8788.0;-9821.53280417589;-9439.68;-381.8528041758898;0.0;15468.46;-2750.634340715716;853.3526925324056
115;5;271;148.21642349215;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410415918;2145.203441041757;2145.203441041757;9570.828799173236;9570.828799172587;9570.828799172587;803.6067700993785;2899.0751003770793;2899.0751003770793;179.05462395563316;0.0;5315.0;24.039535289786254;0.0;8788.0;-9864.357699306522;-9483.84;-380.5176993065219;0.0;15468.46;-2858.3754949566833;853.3526925324056
116;5;271;194.84756854217068;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410417805;2145.203441041757;2145.203441041757;9570.828799173243;9570.828799172587;9570.828799172587;1580.7882376869043;2899.0751003770793;2899.0751003770793;157.091527926113;0.0;5315.0;0.0;0.0;8788.0;-9691.080297124858;-9321.6;-369.4802971248567;0.0;15468.46;-3762.832313430381;853.3526925324056
117;5;271;187.17023628173638;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.203441041768;2145.203441041757;2145.203441041757;9570.828799173243;9570.828799172587;9570.828799172587;1452.8326992895643;2899.0751003770793;2899.0751003770793;137.26495404838434;0.0;5315.0;0.0;0.0;8788.0;-9394.383533508035;-9035.52;-358.8635335080342;0.0;15468.46;-3911.7469648641827;853.3526925324056
118;5;271;145.9025490580783;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2145.2034410415617;2145.203441041757;2145.203441041757;9570.828799173236;9570.828799172587;9570.828799172587;765.0379115098152;2899.0751003770793;2899.0751003770793;133.77881810935082;0.0;5315.0;0.0;0.0;8788.0;-9102.699519890852;-8751.36;-351.33951989085153;0.0;15468.46;-3512.1500548538306;853.3526925324056
119;5;271;122.23928108122998;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;2101.212074117002;2145.203441041757;2145.203441041757;9570.828799173221;9570.828799172587;9570.828799172587;370.65115365674313;2899.0751003770793;2899.0751003770793;146.6726853340472;0.0;5315.0;0.0;0.0;8788.0;-8689.365179770344;-8352.0;-337.36517977034464;0.0;15468.46;-3499.999999999974;853.3526925324056
120;5;271;108.8879286022912;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;1683.9823075514385;2145.203441041757;2145.203441041757;9570.82879917319;9570.828799172587;9570.828799172587;148.1286119762118;2899.0751003770793;2899.0751003770793;164.26602206545996;0.0;5315.0;0.0;0.0;8788.0;-8067.206208302902;-7752.96;-314.2462083029026;0.0;15468.46;-3499.999999999977;853.3526925324056
121;6;289;80.4275362505941;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;794.6701165167902;2145.203441041757;2145.203441041757;7555.182755895087;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1537.7508284111154;0.0;5315.0;0.0;0.0;8788.0;-7129.261505447439;-6849.599999999999;-279.6615054474396;0.0;15468.46;-2758.3400948001827;853.3526925324056
122;6;289;78.99215522326672;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;749.7944918312425;2145.203441041757;2145.203441041757;7375.176930676815;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1556.144261915421;0.0;5315.0;0.0;0.0;8788.0;-6828.601682590515;-6560.639999999999;-267.9616825905161;0.0;15468.46;-2852.512604968336;853.3526925324056
123;6;289;78.53788939378198;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;735.591018718529;2145.203441041757;2145.203441041757;7318.169799144637;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1577.8347975058234;0.0;5315.0;0.0;0.0;8788.0;-6743.699483007051;-6479.04;-264.6594830070504;0.0;15468.46;-2887.895005665795;853.3526925324056
124;6;289;78.80477749560902;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;743.9416783153216;2145.203441041757;2145.203441041757;7351.834764038049;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1330.6356676347405;0.0;5315.0;0.0;0.0;8788.0;-6589.802831614811;-6331.2;-258.6028316148112;0.0;15468.46;-2836.60778492723;853.3526925324056
125;6;289;78.69669960288212;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;740.5468747398471;2145.203441041757;2145.203441041757;7337.817699076623;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1503.5708701185777;0.0;5315.0;0.0;0.0;8788.0;-6661.753295027615;-6400.32;-261.4332950276154;0.0;15468.46;-2920.181267608265;853.3526925324056
126;6;289;80.78882295640872;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;805.9544098839074;2145.203441041757;2145.203441041757;7600.170797504421;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1478.1743917834026;0.0;5315.0;0.0;0.0;8788.0;-7103.25673169417;-6824.639999999999;-278.61673169417134;0.0;15468.46;-2781.0409754085717;853.3526925324056
127;6;289;82.46367666680779;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;858.2512386364402;2145.203441041757;2145.203441041757;7808.290549652049;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1567.2093365163619;0.0;5315.0;0.0;0.0;8788.0;-7246.019736131114;-6961.92;-284.0997361311141;0.0;15468.46;-2987.730989135009;853.3526925324056
128;6;289;85.60994611106489;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;956.6047169484175;2145.203441041757;2145.203441041757;8202.525154280842;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;1248.7971977217014;0.0;5315.0;123.12998409913808;0.0;8788.0;-7696.405473909599;-7394.88;-301.52547390959944;0.0;15468.46;-2834.650032169187;853.3526925324056
129;6;289;82.93357045677843;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;872.9641137138782;2145.203441041757;2145.203441041757;7867.865355357902;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;993.5311580799679;0.0;5315.0;1268.0537391109199;0.0;8788.0;-8158.22848174754;-7838.4;-319.82848174754093;0.0;15468.46;-2844.1844737126617;853.3526925324056
130;6;289;75.10612831907889;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;628.3164296163742;2145.203441041757;2145.203441041757;6888.2663803437845;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;533.1282189135175;0.0;5315.0;2915.9259787240444;0.0;8788.0;-8465.637008801577;-8133.12;-332.5170088015777;0.0;15468.46;-2500.000000002817;853.3526925324056
131;6;289;70.30361165612223;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;478.23787691888504;2145.203441041757;2145.203441041757;6287.9514033513715;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;253.05917931210584;0.0;5315.0;4173.635829431099;0.0;8788.0;-8692.884288823076;-8351.039999999999;-341.844288823076;0.0;15468.46;-2500.000000000048;853.3526925324056
132;6;289;68.9011382692477;70000.00001498465;14615.107340592205;15468.46;14615.107340592205;434.4105831964944;2145.203441041757;2145.203441041757;6112.64223161405;9570.828799172587;9570.828799172587;0.0;2899.0751003770793;2899.0751003770793;194.2564626405969;0.0;5315.0;4359.7604017636;0.0;8788.0;-8601.069679030154;-8262.72;-338.34967903015337;0.0;15468.46;-2500.000000000017;853.3526925324056
